id,image_id,device_name,brand,release_date,form_factor,os_raw,gbc,nes,genesis,gba,snes,psx,nds,n64,dreamcast,psp,saturn,ngc,wii,n3ds,ps2,wiiu,switch,ps3,chipset,cpu_model,cpu_cores,cpu_threads,cpu_clock,cpu_arch,gpu_model,gpu_cores,gpu_clock,ram_gb,screen_size_inches,screen_type,resolution,ppi,aspect_ratio,screen_lens,battery_capacity,cooling_raw,has_cooling,dpad_raw,analogs_raw,has_l3_r3,has_hall_analogs,has_dual_analogs,has_analogs,face_buttons,shoulder_buttons_raw,has_analog_triggers,has_l2_r2,has_shoulder_buttons,extra_buttons_raw,charge_port_raw,storage_raw,has_dual_external_sd,connectivity_raw,has_lte,has_usb_otg,has_thunderbolt,has_bt,has_wifi,video_output_raw,has_video_output,audio_output_raw,has_audio_output,speaker_raw,has_rumble,sensors_raw,volume_desc,dimensions_mm,weight_g,shell_material,color_options,reviews,price_low,price_high,emulation_desc
vcIwuapQ,image_1a2ad3b069ab,PowKiddy X20,PowKiddy,2020-10-01,Horizontal,Linux,5,5,5,5,4,4,2,2,1,1,1,1,1,1,1,1,1,1,RockChip RK3128,Cortex-A7,4 Cores,4 Threads,1.3 GHz,ARM,Mali-400 MP2,2 Cores,500 MHz,256 MB DDR3,5,IPS,960 x 544,220.68,16:9,Plastic,2800 mAh,,,Separated Buttons Upper placement,Dual thumbsticks Lower placement,FALSE,FALSE,TRUE,TRUE,4 Buttons,"L1, R1",FALSE,FALSE,TRUE,Volume +-,Micro USB x2,Internal 128 MB & External MicroSD,FALSE,USB OTG,FALSE,TRUE,FALSE,FALSE,FALSE,Mini HDMI,TRUE,3.5mm Headphone,TRUE,Single Mono Rear facing,FALSE,❌,Dedicated Buttons,193 mm x 85 mm x 18 mm,,Plastic,Silver,https://www.youtube.com/watch?v=k8dycjHG8wo https://www.youtube.com/watch?v=1LomF4ib38Q https://www.youtube.com/watch?v=NWuC_6xyQ_0 https://www.youtube.com/watch?v=M8fs8BUa5HA,70,,"SNES FX & 3D PS1 (mostly 60 FPS, although some lag due to bad firmware, hardware shouldn't have a problem), N64 laggy"
LGpA9f4n,image_f7a1c5dace2a4,Q500 / PS5000 / Lintian LT-8203,Subor,2020-10-01,Horizontal,RetroArch,5,5,5,5,4,4,2,2,1,1,1,1,1,1,1,1,1,1,RockChip RK3128,Cortex-A7,4 Cores,4 Threads,1.3 GHz,ARM,Mali-400 MP2,2 Cores,500 MHz,512 MB DDR3,5.1,OLED,960 x 544,216.36,16:9,Plastic,3000 mAh,,,Cross Lower placement,Dual thumbsticks Left: Upper placement Right: Lower placement,FALSE,FALSE,TRUE,TRUE,4 Buttons,"L1, R1, L2, R2 Horizontal",FALSE,TRUE,TRUE,Volume +-,Micro USB x2,Internal 128 MB & External MicroSD,FALSE,USB OTG,FALSE,TRUE,FALSE,FALSE,FALSE,Mini HDMI,TRUE,3.5mm Headphone,TRUE,Dual Stereo Rear facing,FALSE,❌,Dedicated Buttons,195 mm x 82 mm x 15 mm,211,Plastic,"Black, Yellow, Switch Ripoff Red/Blue",https://www.youtube.com/watch?v=xvdhGrZbbwo https://www.youtube.com/watch?v=6onG50VUW6Q https://www.youtube.com/watch?v=G-YksXfpEeQ https://www.youtube.com/watch?v=mQ2aQQc8x5U https://www.youtube.com/watch?v=XZtb_nH_v6Q,70,,"SNES FX & 3D PS1 (mostly 60 FPS), N64 laggy"
nd1IcMEN,image_f7457c359c394,RG-351P,Anbernic,2020-09-01,Horizontal,"EmuELEC, 351ELEC, ArkOS, Batocera, Lakka, 351Droid (Lineage 18.1 / Android 11)",5,5,5,5,5,5,4,3,3,3,2,1,1,1,1,1,1,1,RockChip RK3326,Cortex-A35,4 Cores,4 Threads,1.3 GHz - 1.5 GHz,ARM,Mali-G31 MP2,2 Cores,650 MHz,1 GB DDR3,3.5,IPS,320 x 480,164.83,3:2,Tempered Glass (OCA Laminated),3500 mAh,Heatsink,TRUE,Cross Upper placement,Dual thumbsticks with L3/R3 Lower placement,TRUE,FALSE,TRUE,TRUE,4 Buttons,"L1, R1, L2, R2 Horizontal",FALSE,TRUE,TRUE,"Power, Reset",USB-C x2,External MicroSD,FALSE,Dual USB-C OTG,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE,3.5mm Headphone,TRUE,Dual Stereo Bottom facing,TRUE,❌,Wheel,151.5 mm x 70 mm x 18 mm,189,Plastic,"Dark Gray, White, GBA Indigo",https://www.youtube.com/watch?v=Z7ZNoxKndzQ https://www.youtube.com/watch?v=FkOHAcdwPmQ https://www.youtube.com/watch?v=4Hw-xSgfGjU https://www.youtube.com/watch?v=tqTdqTyLFMM https://www.youtube.com/watch?v=QNeaJoCoNuM https://www.youtube.com/watch?v=ptMaPnr5C0Q https://www.youtube.com/watch?v=eZVXgI-U98k https://www.youtube.com/watch?v=h0pbX1x8sO8,99,,"SNES FX & 3D PS1 (60 FPS), 2D PSP mostly playable but 3D PSP needs frameskip, N64 & Dreamcast mostly playable for easier to emulate games"
KinJGS1U,image_c9773793271c6,GPD Win Max,GamePad Digital,2020-09-01,Clamshell,Windows 10,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,3,2,2,Intel Core i5-1035G7,Intel Ice Lake-U,4 Cores,8 Threads,0.8 GHz - 3.7 GHz,x86-64,Intel Iris Plus 940 64EU,,300 MHz - 1.05 GHz,16GB LPDDR4 (7466 MT/s),8,IPS Touchscreen,1280 x 800,188.68,16:10,Tempered Glass,3x 5000 mAh (57 Wh),"Heatsink Fan Intake underneath, Exhaust on top edge",TRUE,Separated Cross (PS Vita) Upper placement,Dual thumbsticks with L3/R3 Left: Upper placement Right: Upper placement,TRUE,FALSE,TRUE,TRUE,4 Buttons,"L1, R1, L2, R2 Vertical",FALSE,TRUE,TRUE,"Power, Full QWERTY keyboard",USB-C x2,Internal 512 GB M.2 NVMe SSD & External MicroSD,FALSE,"Bluetooth 5.0, WiFi 6, USB-A x2, Thunderbolt 3 USB-C, USB-C, Ethernet",FALSE,FALSE,TRUE,TRUE,TRUE,HDMI,TRUE,3.5mm Headphone,TRUE,Dual Stereo Rear facing,FALSE,"Microphone, Hall sensor",Dedicated Buttons,205 mm x 140 mm x 24.5 mm,823,Metal (Magnesium Aluminum Alloy),Black,https://www.youtube.com/watch?v=trqhO1zhVA4 https://www.youtube.com/watch?v=GM-jmp_UkP8 https://www.youtube.com/watch?v=CIGhSED6w2s https://www.youtube.com/watch?v=B1sq7Kedm8g https://www.youtube.com/watch?v=XUKXJHCVgCI https://www.youtube.com/watch?v=KrhVFbWCn_k https://www.youtube.com/watch?v=cHBxJXFWl7Y https://www.youtube.com/watch?v=1K9ByWPqYtc https://www.youtube.com/watch?v=Fc-vxLREuZE,999,,"PS2, Gamecube & Wii playable"
uZ1EVUXl,image_f23e039818ae2,CoolBaby RS-63 / RS3128,CoolBaby,2020-09-01,Horizontal,Android 5.1 (Modified),5,5,5,5,4,4,2,2,1,1,1,1,1,1,1,1,1,1,RockChip RK3128,Cortex-A7,4 Cores,4 Threads,1.3 GHz,ARM,Mali-400 MP2,2 Cores,500 MHz,1 GB,4,IPS,800 x 480,233.24,5:3,Plastic,2500 mAh (Swappable),,,Cross Upper placement,Dual slidepads Lower placement,FALSE,FALSE,TRUE,TRUE,4 Buttons,"L1, R1",FALSE,FALSE,TRUE,"Home, Power, Volume +-",Micro USB,Internal 8 GB & External MicroSD,FALSE,"USB-A x2, WiFi",FALSE,FALSE,FALSE,FALSE,TRUE,Mini HDMI,TRUE,3.5mm Headphone,TRUE,Dual Stereo Rear facing,FALSE,❌,Dedicated Buttons,170 mm x 80 mm x 18 mm,210,Plastic,Gray/Black,https://www.youtube.com/watch?v=baxKq5TEueg https://www.youtube.com/watch?v=Vizm9bCqqlM https://www.youtube.com/watch?v=aoaTwP18DH8 https://www.youtube.com/watch?v=IhatMrCEk9I,95,,"SNES FX & 3D PS1 (60 FPS), N64 & NDS (playable but can be laggy)"
DNqFqPWz,image_3cd3d40f35fb3,Z-Pocket Game Pro,Game Kiddy / Z-Pocket Game,2020-08-01,Horizontal,TheRA NTFS,5,5,5,5,5,5,4,3,3,3,2,1,1,1,1,1,1,1,RockChip RK3326,Cortex-A35,4 Cores,4 Threads,1.3 GHz - 1.5 GHz,ARM,Mali-G31 MP2,2 Cores,650 MHz,1 GB DDR3,3.5,IPS,320 x 480,164.83,3:2,Tempered Glass,2830 mAh,,,Cross Upper placement,Single thumbstick with L3 Lower placement,TRUE,FALSE,FALSE,TRUE,4 Buttons,"L1, R1, L2, R2 Vertical",FALSE,TRUE,TRUE,"2 function keys, Power, Volume +-, Accelerometer",USB-C,External MicroSD,FALSE,"Bluetooth, WiFi (removed from metal version)",FALSE,FALSE,FALSE,TRUE,TRUE,Mini HDMI,TRUE,3.5mm Headphone,TRUE,Single Mono Front facing,FALSE,Gyroscope,Dedicated Buttons,151 mm x 66 mm x 17 mm,214,Plastic or Metal (Aluminum),"Aluminum: Silver, Pink Plastic: Blue, Yellow",https://www.youtube.com/watch?v=zGnG4hXwhkw https://www.youtube.com/watch?v=a10yZbsAm4M https://www.youtube.com/watch?v=DzmQ_isb7Dk https://www.youtube.com/watch?v=teyGc5Gq0jY https://www.youtube.com/watch?v=f8X6TohOmXA https://www.youtube.com/watch?v=xmf4Jptxpcw https://www.youtube.com/watch?v=fAj-QK8Q7Ws,100,,"SNES FX & 3D PS1 (60 FPS), 2D PSP mostly playable but 3D PSP needs frameskip, N64 & Dreamcast mostly playable for easier to emulate games"
17AG1ao7,image_65a65b5697d77,Super PocketGo CM3,Game Case,2020-08-01,Horizontal,Linux (RetroPie),5,5,5,5,5,5,3,3,3,2,2,1,1,1,1,1,1,1,Broadcom BCM2837 (Raspberry Pi Compute Module 3 Lite),Cortex-A53,4 Cores,4 Threads,1.2 GHz,ARM,Broadcom VideoCore IV,,250 MHz,1 GB DDR2,2.4,IPS,320 x 240,166.67,4:3,Tempered Glass,1000 mAh,,,Cross Upper placement,,FALSE,FALSE,FALSE,FALSE,4 Buttons,"L1, R1",FALSE,FALSE,TRUE,Reset,Micro USB,External MicroSD,FALSE,❌,FALSE,FALSE,FALSE,FALSE,FALSE,AV Out,TRUE,3.5mm Headphone,TRUE,Single Mono Front facing,FALSE,❌,Wheel,125 mm x 55 mm x 15 mm,94,Plastic,DMG Grey,https://www.youtube.com/watch?v=IWKJ_5Em-Bo https://www.youtube.com/watch?v=rlZkSfN8FgQ https://www.youtube.com/watch?v=c4Up6bqFj_E https://www.youtube.com/watch?v=Oqlid0ymDdQ https://www.youtube.com/shorts/DZH9PVmXvoE,155,,"SNES FX & 3D PS1 (60 FPS), N64 & NDS (playable but can be laggy)"
6sH6TVPy,image_407a80321e479,Retro GP430,KinHanK,2020-08-01,Horizontal,Linux (RetroPie),5,5,5,5,5,5,3,3,3,2,2,1,1,1,1,1,1,1,Broadcom BCM2837 (Raspberry Pi Compute Module 3 Lite),Cortex-A53,4 Cores,4 Threads,1.2 GHz,ARM,Broadcom VideoCore IV,,250 MHz,1 GB DDR2,4.3,IPS,800 x 480,216.97,5:3,Tempered Glass (OCA Laminated),5000 mAh,,,Cross Lower placement,Dual thumbsticks Left: Upper placement Right: Lower placement,FALSE,FALSE,TRUE,TRUE,4 Buttons,"L1, R1, L2, R2 Horizontal",FALSE,TRUE,TRUE,Power,USB-C x2,External MicroSD,FALSE,WiFi,FALSE,FALSE,FALSE,FALSE,TRUE,Mini HDMI,TRUE,3.5mm Headphone,TRUE,Dual Stereo Bottom facing,FALSE,❌,Wheel,185 mm x 80 mm x 20 mm,250,Plastic,"Black, Transparent Black, Teal, White",https://www.youtube.com/watch?v=-fl_02ZSmCs https://www.youtube.com/watch?v=9avhAwdZOgs https://www.youtube.com/watch?v=CTNlt9Lx2Y0 https://www.youtube.com/watch?v=JrrXt4BBWVE https://www.youtube.com/watch?v=R-pzOn32Q50,145,,"SNES FX & 3D PS1 (60 FPS), N64 & NDS (playable but can be laggy)"
anFKhN6g,image_8dd277501d7d9,OneGx1,One Netbook,2020-08-01,Clamshell,Windows 10,5,5,5,5,5,5,5,5,5,5,5,4,4,3,3,2,2,2,Intel Core i5-10210Y,Intel Comet Lake-Y,4 Cores,8 Threads,0.6 GHz - 4.0 GHz,x86-64,Intel UHD Graphics 617 (24 EU),,300 MHz - 1.05 GHz,8 GB / 16 GB DDR3,7,IPS Touchscreen,1920 x 1200,323.45,16:10,Tempered Glass,"12,000 mAh",,,Separated Buttons Lower placement,Dual thumbsticks with L3/R3 Left: Upper placement Right: Lower placement,TRUE,FALSE,TRUE,TRUE,4 Buttons,"L1, R1, L2, R2 Vertical",FALSE,TRUE,TRUE,Full QWERTY keyboard,USB-C x2,Internal 256 / 512 GB M.2 SSD & External MicroSD,FALSE,"4G/5G, WiFi, Bluetooth, USB-A",FALSE,FALSE,FALSE,TRUE,TRUE,Micro HDMI,TRUE,3.5mm Headphone,TRUE,Dual Stereo Front edge facing,TRUE,Microphone,Dedicated Buttons,173 mm x 136 mm x 21 mm,623,Metal (Aluminum),Light Blue,https://www.youtube.com/watch?v=FHy8P11vYts https://www.youtube.com/watch?v=cvyj0t9jKbs https://www.youtube.com/watch?v=PtZXMXBOLnw https://www.youtube.com/watch?v=4u2vnPj8SeA https://www.youtube.com/watch?v=qgDDF0VPWs4 https://www.youtube.com/watch?v=V-CHk7fheFs,840,1210,"Gamecube, Wii"
Mgvk8NpU,image_54ae27320d6d4,Retroid Pocket 2,Retroid / Moorechip,2020-08-01,Horizontal,"Android 8.1, LineageOS 15.1,  Retroid OS",5,5,5,5,5,4,4,4,3,3,1,1,1,1,1,1,1,1,MediaTek MT6580A,Cortex-A7,4 Cores,4 Threads,1.5 GHz,ARM,Mali-400 MP2,2 Cores,500 MHz,1 GB DDR3,3.5,IPS,640 x 480,228.57,4:3,Tempered Glass,4000 mAh,,,Cross Lower placement,Thumbstick & Slidepad Left: Upper placement Right: Lower placement,FALSE,FALSE,FALSE,TRUE,4 Buttons,"L1, R1, L2, R2 Vertical",FALSE,TRUE,TRUE,"Home, Power, Vol +-",USB-C,Internal 8 GB EMMC & External MicroSD,FALSE,"Bluetooth, WiFi",FALSE,FALSE,FALSE,TRUE,TRUE,Micro HDMI,TRUE,3.5mm Headphone,TRUE,Dual Stereo Front facing,FALSE,❌,"Dedicated Buttons, Menu",150 mm x 81 mm x 17-30 mm,196,Plastic,"Black, Light Blue, Pink, Yellow, DMG Gray, SNES UK, GBA Indigo, Funtastic N64 colors",https://www.youtube.com/watch?v=yU4nKAy5xxY https://www.youtube.com/watch?v=UVKMeLC6DRA https://www.youtube.com/watch?v=TWINW-Kh7kg https://www.youtube.com/watch?v=wRQik-3GFLo https://www.youtube.com/watch?v=iJphiG6fjSM https://www.youtube.com/watch?v=SWF44JS7kfY https://www.youtube.com/watch?v=-S1RmVEeEos https://www.youtube.com/watch?v=e2AYWzrsLmg https://www.youtube.com/watch?v=SFnATHcO9oo https://www.youtube.com/watch?v=jFASoCRu_-M https://www.youtube.com/watch?v=dPHGYybl4Qo https://www.youtube.com/watch?v=g5_1wCDHE54 https://www.youtube.com/watch?v=QpFiBvdCsoQ https://www.youtube.com/watch?v=-8Gl-vmFvBQ https://www.youtube.com/watch?v=rRjFhF38n0Y https://www.youtube.com/watch?v=c1u-mHH-RnQ https://www.youtube.com/watch?v=-ECzjtsQ6sg https://www.youtube.com/watch?v=9onO9-kceCs https://www.youtube.com/watch?v=5TsrlKg2qzM https://www.youtube.com/watch?v=5TsrlKg2qzM https://www.youtube.com/watch?v=vuivlfMmh5A https://www.youtube.com/watch?v=vuivlfMmh5A https://www.youtube.com/watch?v=Vhp3ysxoTyA https://www.youtube.com/watch?v=kM-CguwHnS8 https://www.youtube.com/watch?v=M0nTVNOuBBc,80,,"PSP mostly playable but some need frameskip, Dreamcast barely playable, and N64 is hit and miss"
nLVJTlXe,image_d6c654bdefeb5,PowKiddy RGB10,PowKiddy,2020-07-01,Horizontal,"RetroArch (EmuELEC, ArkOS)",5,5,5,5,5,5,4,3,3,3,2,1,1,1,1,1,1,1,RockChip RK3326,Cortex-A35,4 Cores,4 Threads,1.3 GHz - 1.5 GHz,ARM,Mali-G31 MP2,2 Cores,650 MHz,1 GB DDR3,3.5,IPS,480 x 320,164.83,3:2,Tempered Glass,2800 mAh / 3500 mAh (Metal / Pro),,,Cross Upper placement,Single thumbstick Lower placement,FALSE,FALSE,FALSE,TRUE,4 Buttons,"L1, R1, L2, R2 Horizontal",FALSE,TRUE,TRUE,"Vol +-, Power, Reset",USB-C,External MicroSD,FALSE,"USB-A OTG, WiFi support with USB dongle",FALSE,TRUE,FALSE,FALSE,TRUE,,FALSE,3.5mm Headphone,TRUE,Single Mono Bottom facing,FALSE,❌,Dedicated Buttons,144 mm x 63 mm x 16 mm,144,Plastic or Metal (Aluminum),"Plastic: Yellow, Black, Grey Metal: Black Pro: Blue",https://www.youtube.com/watch?v=KkE2m4ybCCQ https://www.youtube.com/watch?v=-c1kamWDKj4 https://www.youtube.com/watch?v=huOKNFJbqNg https://www.youtube.com/watch?v=lnOCrMJMUTc https://www.youtube.com/watch?v=iI2r4L9iO4U https://www.youtube.com/watch?v=zRVkRERM3Ic https://www.youtube.com/watch?v=gq09vtRhJzY https://www.youtube.com/watch?v=-KYuXD3YnDk https://www.youtube.com/watch?v=oEZc_4Y_lps https://www.youtube.com/watch?v=y_O16mqa_qI https://www.youtube.com/watch?v=-D9wJyrWDvs https://www.youtube.com/watch?v=SZhYAy38WJ0 https://www.youtube.com/watch?v=pTm_7quIXqk https://www.youtube.com/watch?v=KRKsqvnUW9I https://www.youtube.com/watch?v=aEVStf9sweM https://www.youtube.com/watch?v=TIACnzL8Aa0 https://www.youtube.com/watch?v=GlsJrnPgzXs https://www.youtube.com/watch?v=yDw1eYTkUA4 https://www.youtube.com/watch?v=xnk7GCy8HmM https://www.youtube.com/watch?v=rsRuLvie57U https://www.youtube.com/watch?v=8VyoNnKDXWk,80,125,"SNES FX & 3D PS1 (60 FPS), 2D PSP mostly playable but 3D PSP needs frameskip, N64 & Dreamcast mostly playable for easier to emulate games"
SkOHzrQ0,image_c8bdf985c8d45,RG-350P,Anbernic,2020-07-01,Horizontal,OpenDingux,5,5,5,5,4,4,1,2,1,1,1,1,1,1,1,1,1,1,Ingenic JZ4770,XBurst,2 Cores,2 Threads,1.0 GHz (secondary 500 MHz CPU),MIPS,Vivante GC860,,315 - 575 MHz,512 MB DDR2,3.5,IPS,320 x 240,114.29,4:3,Tempered Glass (OCA Laminated),2500 mAh,,,Cross Upper placement,Dual thumbsticks with L3/R3 Lower placement,TRUE,FALSE,TRUE,TRUE,4 Buttons,"L1, R1, L2, R2 Horizontal",FALSE,TRUE,TRUE,"Power, Reset, Volume +-",USB-C x2,Dual External MicroSD,TRUE,"USB OTG, WiFi support with USB dongle",FALSE,TRUE,FALSE,FALSE,TRUE,Mini HDMI,TRUE,3.5mm Headphone,TRUE,Dual Stereo Bottom facing,TRUE,❌,Dedicated Buttons,145 mm x 73 mm x 18 mm,177,Plastic,"Black, Transparent Black, Black/Orange",https://www.youtube.com/watch?v=of9sTvMoZdk https://www.youtube.com/watch?v=HJEbIrkE8O8 https://www.youtube.com/watch?v=KhLaXZgu2MA https://www.youtube.com/watch?v=cRyTOM-Yq_8 https://www.youtube.com/watch?v=aSKRAq0zC2w,90,,SNES & PS1 almost all full speed except for slight lag on a few FX chip SNES games and 3D PS1 games
FeRa0nxG,image_a6458f707c5a8,PowKiddy J6,PowKiddy,2020-06-01,Horizontal,Proprietary,5,5,4,4,4,2,1,1,1,1,1,1,1,1,1,1,1,1,Actions Semiconductor ATS3603,,,,450 MHz,MIPS,,,,64 MB,4.3,IPS,800 x 480,216.97,5:3,Plastic,1000 mAh,,FALSE,Cross Upper placement,Single slidepad Lower placement,FALSE,FALSE,FALSE,TRUE,4 Buttons,"L1, R1 Horizontal",FALSE,FALSE,TRUE,Volume +-,Mini USB,"Internal 16 MB Flash, External MicroSD",FALSE,USB OTG,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE,3.5mm Headphone,TRUE,Single Mono Rear facing,FALSE,Microphone,Dedicated Buttons,172 mm x 74 mm x 22 mm,260,Plastic,"Black, Gray",https://www.youtube.com/watch?v=j5xAyTZ2ihQ https://www.youtube.com/watch?v=5W9SpILU_fE,37,,"NES, GBA, SMS run fine, SNES playable but usually laggy"
af47KP7J,image_ffc45f22783d,RG-280M,Anbernic,2020-06-01,Horizontal,OpenDingux,5,5,5,5,4,4,1,2,1,1,1,1,1,1,1,1,1,1,Ingenic JZ4770,XBurst,2 Cores,2 Threads,1.0 GHz (secondary 500 MHz CPU),MIPS,Vivante GC860,,315 - 575 MHz,512 MB DDR2,2.8,IPS,320 x 480,142.86,4:3,Tempered Glass (OCA Laminated),2500 mAh,,,Cross Upper placement,Single thumbstick with L3 Lower placement,TRUE,FALSE,FALSE,TRUE,4 Buttons,"L1, R1, L2, R2 Horizontal",FALSE,TRUE,TRUE,"L3, Power, Reset, Volume +-",USB-C x2,Dual External MicroSD,TRUE,"USB OTG, WiFi support with USB dongle",FALSE,TRUE,FALSE,FALSE,TRUE,Mini HDMI,TRUE,3.5mm Headphone,TRUE,Dual Stereo Bottom facing,TRUE,❌,Dedicated Buttons,136 mm x 61 mm x 18 mm,204,Metal (Aluminum),"Aluminum shell: Black, Teal-ish Silver, Gold, Blue/Pink",https://www.youtube.com/watch?v=TFRsXnqVeg4 https://www.youtube.com/watch?v=WuzpSR-BMNU https://www.youtube.com/watch?v=pcciUc78lXc https://www.youtube.com/watch?v=pWAEkcs9T_c https://www.youtube.com/watch?v=TbCXMo9cHUk https://www.youtube.com/watch?v=Rno-GdBdahI,105,,SNES & PS1 almost all full speed except for slight lag on a few FX chip SNES games and 3D PS1 games
RxjtGifU,image_beab2fce55a6c,PowKiddy V90,PowKiddy,2020-06-01,Clamshell,NxHope,5,5,5,4,3,2,1,1,1,1,1,1,1,1,1,1,1,1,Allwinner F1C100S,ARM926EJ-S,1 Core,1 Thread,533 Mhz - 702 MHz,ARM,2D accelerator,,,32 MB SDRAM,2.8,IPS,320 x 240,142.86,4:3,Plastic,1020 mAh BL-5C (Swappable),,,Cross Upper placement,,FALSE,FALSE,FALSE,FALSE,4 Buttons,"L1, R1, L2, R2 Horizontal",FALSE,TRUE,TRUE,Menu,USB-C,External MicroSD,FALSE,❌,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,3.5mm Headphone,TRUE,Dual Stereo Upward facing,TRUE,❌,Wheel,82 mm x 80 mm x 24 mm,115,Plastic,"Orange, Yellow, Black",https://www.youtube.com/watch?v=3BHkqP7BhSY https://www.youtube.com/watch?v=tvpJTEkis_0 https://www.youtube.com/watch?v=HcOASJP-v2k https://www.youtube.com/watch?v=DOw5MGGOidk https://www.youtube.com/watch?v=GDh-lE0d8Do https://www.youtube.com/watch?v=9rE2DTCuY6I https://www.youtube.com/watch?v=ZC63_aW9kg8 https://www.youtube.com/watch?v=CrsDx5edRqc,40,,"GBA mostly runs fine, some non-FX SNES & 2D PS1 runs ok but can be laggy"
FaMwJDOe,image_f2e125671cea2,Q900 / PS7000,Subor,2020-06-01,Horizontal,Linux,5,5,5,5,4,4,2,2,1,1,1,1,1,1,1,1,1,1,RockChip RK3128,Cortex-A7,4 Cores,4 Threads,1.3 GHz,ARM,Mali-400 MP2,2 Cores,500 MHz,128 MB,7,TFT,1080 x 680,182.32,16:10,Plastic,4000 mAh,,,Cross Lower placement,Dual thumbsticks with L3/R3 Upper placement,TRUE,FALSE,TRUE,TRUE,4 Buttons,"L1, R1, L2, R2 Horizontal",FALSE,TRUE,TRUE,Volume +-,USB-C,Internal 32 GB & External MicroSD,FALSE,❌,FALSE,FALSE,FALSE,FALSE,FALSE,HDMI,TRUE,3.5mm Headphone,TRUE,Dual Stereo Rear facing,FALSE,❌,Dedicated Buttons,235 mm x 110 mm x 15 mm,,Plastic,"Black, Switch Ripoff Blue/Red",https://www.youtube.com/watch?v=-X0kVHoAC48 https://www.youtube.com/watch?v=T1_RAkLWgMc https://www.youtube.com/watch?v=uFl7sjrXGiE https://www.youtube.com/watch?v=tmWVmF1jsuI https://www.youtube.com/watch?v=5L2H7ToqWVA,65,,"SNES FX & 3D PS1 (60 FPS), N64 & NDS (playable but can be laggy)"
ZhVvB1l8,image_66954255beddc,RK2020,Bittboy / Miyoo / Wolsen (RetroMiMi),2020-06-01,Horizontal,RetroArch (EmuELEC),5,5,5,5,5,5,4,3,3,3,2,1,1,1,1,1,1,1,RockChip RK3326,Cortex-A35,4 Cores,4 Threads,1.3 GHz - 1.5 GHz,ARM,Mali-G31 MP2,2 Cores,650 MHz,1 GB DDR3,3.5,IPS,480 x 320,164.83,3:2,Tempered Glass,2600 mAh,,,Cross Upper placement,Single thumbstick Lower placement,FALSE,FALSE,FALSE,TRUE,4 Buttons,"L1, R1, L2, R2 Horizontal",FALSE,TRUE,TRUE,"Power, Reset (see note)",USB-C,External MicroSD,FALSE,"USB-A Host, WiFi support with USB dongle",FALSE,FALSE,FALSE,FALSE,TRUE,,FALSE,3.5mm Headphone,TRUE,Single Mono Bottom facing,FALSE,❌,Button Combination,144 mm x 63 mm x 17 mm,154,Plastic or Metal (Aluminum),"Transparent Black, Transparent Green, Transparent Purple, Transparent Yellow, Aluminum",https://www.youtube.com/watch?v=b4Di0cWG5RI https://www.youtube.com/watch?v=0oK4CVgLFf4 https://www.youtube.com/watch?v=80XkLgtO02w https://www.youtube.com/watch?v=3sM09zzoD4M https://www.youtube.com/watch?v=LM4XpFzu-7k,60,96,"SNES FX & 3D PS1 (60 FPS), 2D PSP mostly playable but 3D PSP needs frameskip, N64 & Dreamcast mostly playable for easier to emulate games"
UDskBDQ3,image_e0afdae9b7eff,Q400,Subor,2020-05-01,Horizontal,Linux,5,5,5,5,4,4,2,2,1,1,1,1,1,1,1,1,1,1,RockChip RK3128,Cortex-A7,4 Cores,4 Threads,1.3 GHz,ARM,Mali-400 MP2,2 Cores,500 MHz,256 MB,4,IPS,800 x 480,233.24,5:3,Plastic,2400 mAh,,,Cross Lower placement,Dual thumbsticks with L3/R3 Upper placement,TRUE,FALSE,TRUE,TRUE,4 Buttons,"L1, R1, L2, R2 Horizontal",FALSE,TRUE,TRUE,"L3/R3, Volume +-",Micro USB,Internal 64 GB & External MicroSD,FALSE,USB-A x4,FALSE,FALSE,FALSE,FALSE,FALSE,Mini HDMI,TRUE,3.5mm Headphone,TRUE,Dual Stereo Rear facing,FALSE,❌,Dedicated Buttons,174 mm x 70 mm x 13 mm,,Plastic,"Teal, Yellow, Black",https://www.youtube.com/watch?v=xqL8IlYywcA https://www.youtube.com/watch?v=rVpDMzfZeAQ https://www.youtube.com/watch?v=ersRb727xF4 https://www.youtube.com/watch?v=e5VnZ-1e3Nk https://www.youtube.com/watch?v=6kKRmJf6YWA,50,,"SNES FX & 3D PS1 (mostly 60 FPS, although some lag due to bad firmware, hardware shouldn't have a problem), N64 laggy"
